	eCO2-1	eCO2-2	eCO2-3	eCO2-4	eCO2-5	eCO2-6
PASV9577	0	0	0	3.93E-05	0	0
PASV5274	0	0	0	0	0	3.93E-05
PASV6058	0	0	0	0	0	0
PASV9089	0	3.93E-05	0	0	0	0
PASV3648	0	0	0	0	0	0
PASV5965	0	0	0	0	0	0
PASV7295	0	0	0	0	0	0
PASV5262	0	0	0	0	0	7.86E-05
PASV3706	0	0	0	0	0	0
PASV8361	0.000117962	0	0	0	0	0
PASV6699	0	0	0	0	7.86E-05	0
PASV8403	0.000117962	0	0	0	0	0
PASV1958	0	0	0	0	0	0
PASV5275	0	0	0	0	0	3.93E-05
PASV6673	0	0	0	0	7.86E-05	0
PASV3757	0	0	0	0	0	0
PASV7329	0	0	0	0	0	0
PASV9048	0	0.000117962	0	0	0	0
PASV7210	0	0	0	0	0	0
PASV7845	0	0	7.86E-05	0	0	0
PASV8402	0.000117962	0	0	0	0	0
PASV9532	0	0	0	7.86E-05	0	0
PASV7284	0	0	0	0	0	0
PASV9094	0	7.86E-05	0	0	0	0
PASV6653	0	0	0	0	0.000117962	0
PASV5309	0	0	0	0	0	3.93E-05
PASV2823	0	0	0	0	0	0
PASV1946	0	0	0	0	0	0
PASV4523	0	0	0	0	0	0
PASV8321	0.000117962	0	0	0	0	0
PASV4571	0	0	0	0	0	0
PASV7281	0	0	0	0	0	0
PASV9563	0	0	0	0.000117962	0	0
PASV6047	0	0	0	0	0	0
PASV6755	0	0	0	0	3.93E-05	0
PASV4453	0	0	0	0	0	0
PASV7798	0	0	7.86E-05	0	0	0
PASV2912	0	0	0	0	0	0
PASV5246	0	0	0	0	0	7.86E-05
PASV3655	0	0	0	0	0	0
PASV7839	0	0	7.86E-05	0	0	0
PASV2911	0	0	0	0	0	0
PASV6048	0	0	0	0	0	0
PASV6095	0	0	0	0	0	0
PASV6010	0	0	0	0	0	0
PASV2905	0	0	0	0	0	0
PASV6714	0	0	0	0	7.86E-05	0
PASV7784	0	0	0.000117962	0	0	0
PASV9562	0	0	0	0.000117962	0	0
PASV7827	0	0	7.86E-05	0	0	0
PASV2958	0	0	0	0	0	0
PASV5290	0	0	0	0	0	7.86E-05
PASV9024	0	7.86E-05	0	0	0	0
PASV4491	0	0	0	0	0	0
PASV9537	0	0	0	7.86E-05	0	0
PASV2003	0	0	0	0	0	0
PASV3689	0	0	0	0	0	0
PASV7859	0	0	0.000117962	0	0	0
PASV3764	0	0	0	0	0	0
PASV3770	0	0	0	0	0	0
PASV5315	0	0	0	0	0	0.000117962
PASV6713	0	0	0	0	3.93E-05	0
PASV8435	0.000117962	0	0	0	0	0
PASV2864	0	0	0	0	0	0
PASV9551	0	0	0	0.000117962	0	0
PASV9097	0	3.93E-05	0	0	0	0
PASV7863	0	0	7.86E-05	0	0	0
PASV3663	0	0	0	0	0	0
PASV1956	0	0	0	0	0	0
PASV6724	0	0	0	0	3.93E-05	0
PASV7239	0	0	0	0	0	0
PASV7280	0	0	0	0	0	0
PASV9557	0	0	0	3.93E-05	0	0
PASV7307	0	0	0	0	0	0
PASV9088	0	0.000117962	0	0	0	0
PASV4552	0	0	0	0	0	0
PASV7871	0	0	7.86E-05	0	0	0
PASV3760	0	0	0	0	0	0
PASV9005	0	0.000117962	0	0	0	0
PASV6766	0	0	0	0	7.86E-05	0
PASV9530	0	0	0	0.000117962	0	0
PASV1860	0	0	0	0	0	0
PASV1856	0	0	0	0	0	0
PASV7808	0	0	7.86E-05	0	0	0
PASV1861	0	0	0	0	0	0
PASV1945	0	0	0	0	0	0
PASV5296	0	0	0	0	0	0.000117962
PASV9095	0	7.86E-05	0	0	0	0
PASV5228	0	0	0	0	0	0.000117962
PASV8437	0.000117962	0	0	0	0	0
PASV5317	0	0	0	0	0	0.000117962
PASV3709	0	0	0	0	0	0
PASV7285	0	0	0	0	0	0
PASV6059	0	0	0	0	0	0
PASV6736	0	0	0	0	3.93E-05	0
PASV3766	0	0	0	0	0	0
PASV3666	0	0	0	0	0	0
PASV9067	0	7.86E-05	0	0	0	0
PASV4548	0	0	0	0	0	0
PASV4539	0	0	0	0	0	0
PASV2904	0	0	0	0	0	0
PASV5298	0	0	0	0	0	3.93E-05
PASV6037	0	0	0	0	0	0
PASV7226	0	0	0	0	0	0
PASV9084	0	0.000117962	0	0	0	0
PASV8421	0.000117962	0	0	0	0	0
PASV2963	0	0	0	0	0	0
PASV6003	0	0	0	0	0	0
PASV4529	0	0	0	0	0	0
PASV4495	0	0	0	0	0	0
PASV7873	0	0	7.86E-05	0	0	0
PASV7244	0	0	0	0	0	0
PASV7308	0	0	0	0	0	0
PASV6029	0	0	0	0	0	0
PASV4554	0	0	0	0	0	0
PASV6746	0	0	0	0	7.86E-05	0
PASV6727	0	0	0	0	0.000117962	0
PASV6081	0	0	0	0	0	0
PASV7301	0	0	0	0	0	0
PASV2974	0	0	0	0	0	0
PASV4525	0	0	0	0	0	0
PASV8457	0.000117962	0	0	0	0	0
PASV2930	0	0	0	0	0	0
PASV2907	0	0	0	0	0	0
PASV2906	0	0	0	0	0	0
PASV7875	0	0	0.000117962	0	0	0
PASV9498	0	0	0	0.000117962	0	0
PASV1872	0	0	0	0	0	0
PASV6742	0	0	0	0	3.93E-05	0
PASV8410	0.000117962	0	0	0	0	0
PASV2869	0	0	0	0	0	0
PASV2927	0	0	0	0	0	0
PASV7207	0	0	0	0	0	0
PASV4562	0	0	0	0	0	0
PASV7856	0	0	0.000117962	0	0	0
PASV2007	0	0	0	0	0	0
PASV9555	0	0	0	0.000117962	0	0
PASV5982	0	0	0	0	0	0
PASV7792	0	0	0.000117962	0	0	0
PASV2900	0	0	0	0	0	0
PASV9515	0	0	0	0.000117962	0	0
PASV9503	0	0	0	7.86E-05	0	0
PASV7296	0	0	0	0	0	0
PASV8458	0.000117962	0	0	0	0	0
PASV2902	0	0	0	0	0	0
PASV7865	0	0	0.000117962	0	0	0
PASV2000	0	0	0	0	0	0
PASV8329	0.000117962	0	0	0	0	0
PASV5301	0	0	0	0	0	7.86E-05
PASV9561	0	0	0	0.000117962	0	0
PASV7319	0	0	0	0	0	0
PASV6684	0	0	0	0	0.000117962	0
PASV6088	0	0	0	0	0	0
PASV1859	0	0	0	0	0	0
PASV5184	0	0	0	0	0	0.000117962
PASV3752	0	0	0	0	0	0
PASV5292	0	0	0	0	0	0.000117962
PASV5277	0	0	0	0	0	7.86E-05
PASV9569	0	0	0	7.86E-05	0	0
PASV5242	0	0	0	0	0	3.93E-05
PASV2047	0	0	0	0	0	0
PASV2868	0	0	0	0	0	0
PASV9025	0	0.000117962	0	0	0	0
PASV6656	0	0	0	0	7.86E-05	0
PASV8454	0.000117962	0	0	0	0	0
PASV7272	0	0	0	0	0	0
PASV2012	0	0	0	0	0	0
PASV5966	0	0	0	0	0	0
PASV1932	0	0	0	0	0	0
PASV8448	0.000117962	0	0	0	0	0
PASV9521	0	0	0	7.86E-05	0	0
PASV9071	0	0.000117962	0	0	0	0
PASV9061	0	7.86E-05	0	0	0	0
PASV5263	0	0	0	0	0	0.000117962
PASV7872	0	0	0.000117962	0	0	0
PASV3776	0	0	0	0	0	0
PASV3713	0	0	0	0	0	0
PASV9500	0	0	0	3.93E-05	0	0
PASV3774	0	0	0	0	0	0
PASV2921	0	0	0	0	0	0
PASV9574	0	0	0	7.86E-05	0	0
PASV2955	0	0	0	0	0	0
PASV6006	0	0	0	0	0	0
PASV2959	0	0	0	0	0	0
PASV8442	0.000117962	0	0	0	0	0
PASV9080	0	7.86E-05	0	0	0	0
PASV6773	0	0	0	0	7.86E-05	0
PASV1886	0	0	0	0	0	0
PASV9558	0	0	0	0.000117962	0	0
PASV2923	0	0	0	0	0	0
PASV3771	0	0	0	0	0	0
PASV2849	0	0	0	0	0	0
PASV3739	0	0	0	0	0	0
PASV9583	0	0	0	7.86E-05	0	0
PASV2951	0	0	0	0	0	0
PASV5288	0	0	0	0	0	0.000117962
PASV6767	0	0	0	0	7.86E-05	0
PASV7279	0	0	0	0	0	0
PASV7853	0	0	0.000117962	0	0	0
PASV6744	0	0	0	0	0.000117962	0
PASV4558	0	0	0	0	0	0
PASV6710	0	0	0	0	3.93E-05	0
PASV4468	0	0	0	0	0	0
PASV3700	0	0	0	0	0	0
PASV2903	0	0	0	0	0	0
PASV4568	0	0	0	0	0	0
PASV1974	0	0	0	0	0	0
PASV9571	0	0	0	7.86E-05	0	0
PASV6662	0	0	0	0	7.86E-05	0
PASV3688	0	0	0	0	0	0
PASV4449	0	0	0	0	0	0
PASV2945	0	0	0	0	0	0
PASV9064	0	0.000117962	0	0	0	0
PASV7800	0	0	7.86E-05	0	0	0
PASV7304	0	0	0	0	0	0
PASV4534	0	0	0	0	0	0
PASV2910	0	0	0	0	0	0
PASV6745	0	0	0	0	3.93E-05	0
PASV7841	0	0	7.86E-05	0	0	0
PASV3681	0	0	0	0	0	0
PASV8359	0.000117962	0	0	0	0	0
PASV4537	0	0	0	0	0	0
PASV3714	0	0	0	0	0	0
PASV7288	0	0	0	0	0	0
PASV2019	0	0	0	0	0	0
PASV2928	0	0	0	0	0	0
PASV7829	0	0	0.000117962	0	0	0
PASV1935	0	0	0	0	0	0
PASV7313	0	0	0	0	0	0
PASV4516	0	0	0	0	0	0
PASV5945	0	0	0	0	0	0
PASV2021	0	0	0	0	0	0
PASV4574	0	0	0	0	0	0
PASV8407	0.000117962	0	0	0	0	0
PASV3715	0	0	0	0	0	0
PASV2850	0	0	0	0	0	0
PASV9575	0	0	0	7.86E-05	0	0
PASV8419	0.000117962	0	0	0	0	0
PASV1912	0	0	0	0	0	0
PASV3735	0	0	0	0	0	0
PASV6738	0	0	0	0	3.93E-05	0
PASV3711	0	0	0	0	0	0
PASV3172	0	0	0	0	0	0
PASV9231	0	7.86E-05	0	0	0	0
PASV4000	0	0	0	0	0	0
PASV8002	0	0	3.93E-05	0	0	0
PASV3189	0	0	0	0	0	0
PASV3823	0	0	0	0	0	0
PASV4659	0	0	0	0	0	0
PASV7974	0	0	7.86E-05	0	0	0
PASV9134	0	7.86E-05	0	0	0	0
PASV5445	0	0	0	0	0	7.86E-05
PASV8528	7.86E-05	0	0	0	0	0
PASV9236	0	7.86E-05	0	0	0	0
PASV5466	0	0	0	0	0	7.86E-05
PASV9632	0	0	0	3.93E-05	0	0
PASV4052	0	0	0	0	0	0
PASV3921	0	0	0	0	0	0
PASV2282	0	0	0	0	0	0
PASV4747	0	0	0	0	0	0
PASV5516	0	0	0	0	0	3.93E-05
PASV3983	0	0	0	0	0	0
PASV9244	0	3.93E-05	0	0	0	0
PASV9607	0	0	0	3.93E-05	0	0
PASV2331	0	0	0	0	0	0
PASV6359	0	0	0	0	0	0
PASV4788	0	0	0	0	0	0
PASV6149	0	0	0	0	0	0
PASV7894	0	0	3.93E-05	0	0	0
PASV4705	0	0	0	0	0	0
PASV3088	0	0	0	0	0	0
PASV6899	0	0	0	0	3.93E-05	0
PASV3121	0	0	0	0	0	0
PASV8054	0	0	3.93E-05	0	0	0
PASV9190	0	7.86E-05	0	0	0	0
PASV5488	0	0	0	0	0	7.86E-05
PASV7983	0	0	7.86E-05	0	0	0
PASV5526	0	0	0	0	0	7.86E-05
PASV5497	0	0	0	0	0	7.86E-05
PASV7437	0	0	0	0	0	0
PASV4597	0	0	0	0	0	0
PASV9194	0	7.86E-05	0	0	0	0
PASV6302	0	0	0	0	0	0
PASV4802	0	0	0	0	0	0
PASV8488	7.86E-05	0	0	0	0	0
PASV8732	7.86E-05	0	0	0	0	0
PASV4601	0	0	0	0	0	0
PASV6928	0	0	0	0	3.93E-05	0
PASV9700	0	0	0	7.86E-05	0	0
PASV6308	0	0	0	0	0	0
PASV9644	0	0	0	3.93E-05	0	0
PASV5533	0	0	0	0	0	3.93E-05
PASV4706	0	0	0	0	0	0
PASV8628	7.86E-05	0	0	0	0	0
PASV7401	0	0	0	0	0	0
PASV9147	0	7.86E-05	0	0	0	0
PASV4680	0	0	0	0	0	0
PASV4699	0	0	0	0	0	0
PASV2254	0	0	0	0	0	0
PASV6288	0	0	0	0	0	0
PASV8612	7.86E-05	0	0	0	0	0
PASV6849	0	0	0	0	3.93E-05	0
PASV7496	0	0	0	0	0	0
PASV9186	0	7.86E-05	0	0	0	0
PASV7460	0	0	0	0	0	0
PASV3846	0	0	0	0	0	0
PASV3170	0	0	0	0	0	0
PASV6932	0	0	0	0	7.86E-05	0
PASV3829	0	0	0	0	0	0
PASV5359	0	0	0	0	0	7.86E-05
PASV4810	0	0	0	0	0	0
PASV8649	3.93E-05	0	0	0	0	0
PASV3856	0	0	0	0	0	0
PASV2195	0	0	0	0	0	0
PASV7485	0	0	0	0	0	0
PASV6885	0	0	0	0	3.93E-05	0
PASV3982	0	0	0	0	0	0
PASV3935	0	0	0	0	0	0
PASV8543	7.86E-05	0	0	0	0	0
PASV4764	0	0	0	0	0	0
PASV3923	0	0	0	0	0	0
PASV2158	0	0	0	0	0	0
PASV3962	0	0	0	0	0	0
PASV3206	0	0	0	0	0	0
PASV8018	0	0	3.93E-05	0	0	0
PASV4799	0	0	0	0	0	0
PASV2124	0	0	0	0	0	0
PASV5371	0	0	0	0	0	3.93E-05
PASV4772	0	0	0	0	0	0
PASV5404	0	0	0	0	0	3.93E-05
PASV9132	0	7.86E-05	0	0	0	0
PASV5484	0	0	0	0	0	3.93E-05
PASV4708	0	0	0	0	0	0
PASV4751	0	0	0	0	0	0
PASV4056	0	0	0	0	0	0
PASV8476	7.86E-05	0	0	0	0	0
PASV6280	0	0	0	0	0	0
PASV9651	0	0	0	3.93E-05	0	0
PASV4025	0	0	0	0	0	0
PASV4753	0	0	0	0	0	0
PASV8686	7.86E-05	0	0	0	0	0
PASV8735	3.93E-05	0	0	0	0	0
PASV9241	0	7.86E-05	0	0	0	0
PASV3112	0	0	0	0	0	0
PASV4787	0	0	0	0	0	0
PASV9126	0	7.86E-05	0	0	0	0
PASV4026	0	0	0	0	0	0
PASV6904	0	0	0	0	3.93E-05	0
PASV8722	7.86E-05	0	0	0	0	0
PASV6857	0	0	0	0	3.93E-05	0
PASV6355	0	0	0	0	0	0
PASV6930	0	0	0	0	3.93E-05	0
PASV6938	0	0	0	0	3.93E-05	0
PASV6138	0	0	0	0	0	0
PASV9642	0	0	0	3.93E-05	0	0
PASV5542	0	0	0	0	0	3.93E-05
PASV2328	0	0	0	0	0	0
PASV3825	0	0	0	0	0	0
PASV8704	7.86E-05	0	0	0	0	0
PASV6812	0	0	0	0	3.93E-05	0
PASV7479	0	0	0	0	0	0
PASV8624	7.86E-05	0	0	0	0	0
PASV3986	0	0	0	0	0	0
PASV4741	0	0	0	0	0	0
PASV4798	0	0	0	0	0	0
PASV4803	0	0	0	0	0	0
PASV3027	0	0	0	0	0	0
PASV4732	0	0	0	0	0	0
PASV9714	0	0	0	7.86E-05	0	0
PASV8560	7.86E-05	0	0	0	0	0
PASV8691	7.86E-05	0	0	0	0	0
PASV6310	0	0	0	0	0	0
PASV6892	0	0	0	0	3.93E-05	0
PASV2220	0	0	0	0	0	0
PASV9155	0	7.86E-05	0	0	0	0
PASV3944	0	0	0	0	0	0
PASV5424	0	0	0	0	0	3.93E-05
PASV8005	0	0	7.86E-05	0	0	0
PASV6868	0	0	0	0	7.86E-05	0
PASV7444	0	0	0	0	0	0
PASV3199	0	0	0	0	0	0
PASV4047	0	0	0	0	0	0
PASV6877	0	0	0	0	3.93E-05	0
PASV7477	0	0	0	0	0	0
PASV8675	7.86E-05	0	0	0	0	0
PASV7988	0	0	3.93E-05	0	0	0
PASV4006	0	0	0	0	0	0
PASV4807	0	0	0	0	0	0
PASV6900	0	0	0	0	3.93E-05	0
PASV6269	0	0	0	0	0	0
PASV2289	0	0	0	0	0	0
PASV3967	0	0	0	0	0	0
PASV3958	0	0	0	0	0	0
PASV6362	0	0	0	0	0	0
PASV2302	0	0	0	0	0	0
PASV9716	0	0	0	7.86E-05	0	0
PASV9128	0	7.86E-05	0	0	0	0
PASV4039	0	0	0	0	0	0
PASV4057	0	0	0	0	0	0
PASV7996	0	0	7.86E-05	0	0	0
PASV5476	0	0	0	0	0	3.93E-05
PASV9188	0	7.86E-05	0	0	0	0
PASV6839	0	0	0	0	3.93E-05	0
PASV9634	0	0	0	3.93E-05	0	0
PASV4730	0	0	0	0	0	0
PASV4032	0	0	0	0	0	0
PASV6147	0	0	0	0	0	0
PASV5509	0	0	0	0	0	3.93E-05
PASV4721	0	0	0	0	0	0
PASV5532	0	0	0	0	0	3.93E-05
PASV8056	0	0	7.86E-05	0	0	0
PASV7440	0	0	0	0	0	0
PASV7427	0	0	0	0	0	0
PASV3156	0	0	0	0	0	0
PASV7461	0	0	0	0	0	0
PASV3139	0	0	0	0	0	0
PASV5446	0	0	0	0	0	3.93E-05
PASV3999	0	0	0	0	0	0
PASV6340	0	0	0	0	0	0
PASV8013	0	0	3.93E-05	0	0	0
PASV7472	0	0	0	0	0	0
PASV7911	0	0	7.86E-05	0	0	0
PASV4776	0	0	0	0	0	0
PASV3884	0	0	0	0	0	0
PASV2298	0	0	0	0	0	0
PASV7412	0	0	0	0	0	0
PASV2314	0	0	0	0	0	0
PASV4067	0	0	0	0	0	0
PASV8714	7.86E-05	0	0	0	0	0
PASV7976	0	0	3.93E-05	0	0	0
PASV9663	0	0	0	7.86E-05	0	0
PASV4745	0	0	0	0	0	0
PASV5376	0	0	0	0	0	3.93E-05
PASV3166	0	0	0	0	0	0
PASV3151	0	0	0	0	0	0
PASV6102	0	0	0	0	0	0
PASV3171	0	0	0	0	0	0
PASV9191	0	3.93E-05	0	0	0	0
PASV3948	0	0	0	0	0	0
PASV7416	0	0	0	0	0	0
PASV8008	0	0	3.93E-05	0	0	0
PASV5425	0	0	0	0	0	7.86E-05
PASV2259	0	0	0	0	0	0
PASV5500	0	0	0	0	0	7.86E-05
PASV8724	7.86E-05	0	0	0	0	0
PASV3937	0	0	0	0	0	0
PASV3196	0	0	0	0	0	0
PASV3169	0	0	0	0	0	0
PASV6285	0	0	0	0	0	0
PASV4784	0	0	0	0	0	0
PASV2222	0	0	0	0	0	0
PASV8031	0	0	7.86E-05	0	0	0
PASV9200	0	7.86E-05	0	0	0	0
PASV7454	0	0	0	0	0	0
PASV5459	0	0	0	0	0	7.86E-05
PASV4049	0	0	0	0	0	0
PASV3934	0	0	0	0	0	0
PASV3971	0	0	0	0	0	0
PASV6266	0	0	0	0	0	0
PASV8621	7.86E-05	0	0	0	0	0
PASV3200	0	0	0	0	0	0
PASV7501	0	0	0	0	0	0
PASV4749	0	0	0	0	0	0
PASV2178	0	0	0	0	0	0
PASV5463	0	0	0	0	0	3.93E-05
PASV5468	0	0	0	0	0	3.93E-05
PASV9668	0	0	0	7.86E-05	0	0
PASV6850	0	0	0	0	3.93E-05	0
PASV9202	0	3.93E-05	0	0	0	0
PASV3178	0	0	0	0	0	0
PASV7916	0	0	7.86E-05	0	0	0
PASV2248	0	0	0	0	0	0
PASV5540	0	0	0	0	0	7.86E-05
PASV6916	0	0	0	0	7.86E-05	0
PASV4018	0	0	0	0	0	0
PASV9138	0	7.86E-05	0	0	0	0
PASV6364	0	0	0	0	0	0
PASV6356	0	0	0	0	0	0
PASV5329	0	0	0	0	0	7.86E-05
PASV7423	0	0	0	0	0	0
PASV7965	0	0	7.86E-05	0	0	0
PASV2367	0	0	0	0	0	0
PASV8585	7.86E-05	0	0	0	0	0
PASV4701	0	0	0	0	0	0
PASV6924	0	0	0	0	3.93E-05	0
PASV5494	0	0	0	0	0	7.86E-05
PASV5462	0	0	0	0	0	3.93E-05
PASV2217	0	0	0	0	0	0
PASV5421	0	0	0	0	0	3.93E-05
PASV7341	0	0	0	0	0	0
PASV7430	0	0	0	0	0	0
PASV4053	0	0	0	0	0	0
PASV6218	0	0	0	0	0	0
PASV9245	0	7.86E-05	0	0	0	0
PASV6919	0	0	0	0	7.86E-05	0
PASV2214	0	0	0	0	0	0
PASV9593	0	0	0	3.93E-05	0	0
PASV2290	0	0	0	0	0	0
PASV7502	0	0	0	0	0	0
PASV2278	0	0	0	0	0	0
PASV9715	0	0	0	3.93E-05	0	0
PASV6336	0	0	0	0	0	0
PASV7962	0	0	7.86E-05	0	0	0
PASV2991	0	0	0	0	0	0
PASV9704	0	0	0	7.86E-05	0	0
PASV5515	0	0	0	0	0	7.86E-05
PASV5457	0	0	0	0	0	3.93E-05
PASV4001	0	0	0	0	0	0
PASV7415	0	0	0	0	0	0
PASV6144	0	0	0	0	0	0
PASV8003	0	0	7.86E-05	0	0	0
PASV5507	0	0	0	0	0	3.93E-05
PASV8510	7.86E-05	0	0	0	0	0
PASV4664	0	0	0	0	0	0
PASV2277	0	0	0	0	0	0
PASV2275	0	0	0	0	0	0
PASV8711	7.86E-05	0	0	0	0	0
PASV7445	0	0	0	0	0	0
PASV3936	0	0	0	0	0	0
PASV7500	0	0	0	0	0	0
PASV4029	0	0	0	0	0	0
PASV6227	0	0	0	0	0	0
PASV6290	0	0	0	0	0	0
PASV4043	0	0	0	0	0	0
PASV6232	0	0	0	0	0	0
PASV6273	0	0	0	0	0	0
PASV7963	0	0	3.93E-05	0	0	0
PASV8603	7.86E-05	0	0	0	0	0
PASV4632	0	0	0	0	0	0
PASV8472	7.86E-05	0	0	0	0	0
PASV4786	0	0	0	0	0	0
PASV3174	0	0	0	0	0	0
PASV8726	7.86E-05	0	0	0	0	0
PASV6194	0	0	0	0	0	0
PASV6296	0	0	0	0	0	0
PASV9654	0	0	0	3.93E-05	0	0
PASV9641	0	0	0	7.86E-05	0	0
PASV3891	0	0	0	0	0	0
PASV8518	3.93E-05	0	0	0	0	0
PASV4724	0	0	0	0	0	0
PASV4692	0	0	0	0	0	0
PASV6945	0	0	0	0	7.86E-05	0
PASV9697	0	0	0	7.86E-05	0	0
PASV5475	0	0	0	0	0	3.93E-05
PASV3106	0	0	0	0	0	0
PASV4015	0	0	0	0	0	0
PASV7967	0	0	7.86E-05	0	0	0
PASV4061	0	0	0	0	0	0
PASV6880	0	0	0	0	3.93E-05	0
PASV3140	0	0	0	0	0	0
PASV9640	0	0	0	3.93E-05	0	0
PASV8678	7.86E-05	0	0	0	0	0
PASV6842	0	0	0	0	7.86E-05	0
PASV3013	0	0	0	0	0	0
PASV9702	0	0	0	7.86E-05	0	0
PASV7434	0	0	0	0	0	0
PASV7413	0	0	0	0	0	0
PASV6236	0	0	0	0	0	0
PASV8655	7.86E-05	0	0	0	0	0
PASV4797	0	0	0	0	0	0
PASV6311	0	0	0	0	0	0
PASV4579	0	0	0	0	0	0
PASV9229	0	7.86E-05	0	0	0	0
PASV6276	0	0	0	0	0	0
PASV3086	0	0	0	0	0	0
PASV8694	7.86E-05	0	0	0	0	0
PASV3831	0	0	0	0	0	0
PASV6126	0	0	0	0	0	0
PASV3205	0	0	0	0	0	0
PASV4007	0	0	0	0	0	0
PASV2288	0	0	0	0	0	0
PASV7494	0	0	0	0	0	0
PASV9253	0	7.86E-05	0	0	0	0
PASV9250	0	3.93E-05	0	0	0	0
PASV8004	0	0	7.86E-05	0	0	0
PASV5360	0	0	0	0	0	3.93E-05
PASV6903	0	0	0	0	3.93E-05	0
PASV6294	0	0	0	0	0	0
PASV9659	0	0	0	3.93E-05	0	0
PASV9631	0	0	0	3.93E-05	0	0
PASV7992	0	0	3.93E-05	0	0	0
PASV7483	0	0	0	0	0	0
PASV3933	0	0	0	0	0	0
PASV6192	0	0	0	0	0	0
PASV7981	0	0	3.93E-05	0	0	0
PASV3049	0	0	0	0	0	0
PASV8720	7.86E-05	0	0	0	0	0
PASV3163	0	0	0	0	0	0
PASV5482	0	0	0	0	0	3.93E-05
PASV9242	0	3.93E-05	0	0	0	0
PASV8498	7.86E-05	0	0	0	0	0
PASV4587	0	0	0	0	0	0
PASV6320	0	0	0	0	0	0
PASV6870	0	0	0	0	3.93E-05	0
PASV4693	0	0	0	0	0	0
PASV3191	0	0	0	0	0	0
PASV6275	0	0	0	0	0	0
PASV5541	0	0	0	0	0	3.93E-05
PASV6817	0	0	0	0	3.93E-05	0
PASV3179	0	0	0	0	0	0
PASV5453	0	0	0	0	0	7.86E-05
PASV6368	0	0	0	0	0	0
PASV8652	7.86E-05	0	0	0	0	0
PASV6325	0	0	0	0	0	0
PASV9208	0	3.93E-05	0	0	0	0
PASV4767	0	0	0	0	0	0
PASV4711	0	0	0	0	0	0
PASV5456	0	0	0	0	0	7.86E-05
PASV7453	0	0	0	0	0	0
PASV5486	0	0	0	0	0	3.93E-05
PASV3925	0	0	0	0	0	0
PASV3204	0	0	0	0	0	0
PASV9660	0	0	0	7.86E-05	0	0
PASV9209	0	3.93E-05	0	0	0	0
PASV8016	0	0	3.93E-05	0	0	0
PASV6864	0	0	0	0	7.86E-05	0
PASV3107	0	0	0	0	0	0
PASV5531	0	0	0	0	0	7.86E-05
PASV2194	0	0	0	0	0	0
PASV2096	0	0	0	0	0	0
PASV9150	0	3.93E-05	0	0	0	0
PASV8680	7.86E-05	0	0	0	0	0
PASV7396	0	0	0	0	0	0
PASV8736	7.86E-05	0	0	0	0	0
PASV8744	7.86E-05	0	0	0	0	0
PASV8564	7.86E-05	0	0	0	0	0
PASV5514	0	0	0	0	0	7.86E-05
PASV4774	0	0	0	0	0	0
PASV4054	0	0	0	0	0	0
PASV2322	0	0	0	0	0	0
PASV3209	0	0	0	0	0	0
PASV6873	0	0	0	0	7.86E-05	0
PASV4762	0	0	0	0	0	0
PASV8060	0	0	3.93E-05	0	0	0
PASV8696	3.93E-05	0	0	0	0	0
PASV4035	0	0	0	0	0	0
PASV8730	7.86E-05	0	0	0	0	0
PASV7926	0	0	7.86E-05	0	0	0
PASV7418	0	0	0	0	0	0
PASV7932	0	0	7.86E-05	0	0	0
PASV6262	0	0	0	0	0	0
PASV8039	0	0	3.93E-05	0	0	0
PASV3043	0	0	0	0	0	0
PASV8705	7.86E-05	0	0	0	0	0
PASV5395	0	0	0	0	0	7.86E-05
PASV6304	0	0	0	0	0	0
PASV4682	0	0	0	0	0	0
PASV7986	0	0	7.86E-05	0	0	0
PASV6805	0	0	0	0	3.93E-05	0
PASV7393	0	0	0	0	0	0
PASV6884	0	0	0	0	7.86E-05	0
PASV2202	0	0	0	0	0	0
PASV2261	0	0	0	0	0	0
PASV9243	0	7.86E-05	0	0	0	0
PASV7510	0	0	0	0	0	0
PASV6314	0	0	0	0	0	0
PASV8565	7.86E-05	0	0	0	0	0
PASV9230	0	7.86E-05	0	0	0	0
PASV8707	7.86E-05	0	0	0	0	0
PASV4593	0	0	0	0	0	0
PASV7482	0	0	0	0	0	0
PASV8660	7.86E-05	0	0	0	0	0
PASV5495	0	0	0	0	0	7.86E-05
PASV7508	0	0	0	0	0	0
PASV7497	0	0	0	0	0	0
PASV8523	7.86E-05	0	0	0	0	0
PASV9712	0	0	0	7.86E-05	0	0
PASV9110	0	7.86E-05	0	0	0	0
PASV7459	0	0	0	0	0	0
PASV6858	0	0	0	0	3.93E-05	0
PASV8662	7.86E-05	0	0	0	0	0
PASV4059	0	0	0	0	0	0
PASV7942	0	0	7.86E-05	0	0	0
PASV6343	0	0	0	0	0	0
PASV5472	0	0	0	0	0	3.93E-05
PASV8527	7.86E-05	0	0	0	0	0
PASV7471	0	0	0	0	0	0
PASV9711	0	0	0	7.86E-05	0	0
PASV3050	0	0	0	0	0	0
PASV4791	0	0	0	0	0	0
PASV3976	0	0	0	0	0	0
PASV2089	0	0	0	0	0	0
PASV6818	0	0	0	0	3.93E-05	0
PASV7954	0	0	7.86E-05	0	0	0
PASV8530	7.86E-05	0	0	0	0	0
PASV6913	0	0	0	0	7.86E-05	0
PASV8718	3.93E-05	0	0	0	0	0
PASV2238	0	0	0	0	0	0
PASV3804	0	0	0	0	0	0
